Category,Message,,,
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,,,
ham,I think if he rule tamilnadu..then its very tough for our people.,,,
ham,Thinking of u ;) x,,,
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,,,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
ham,Cheers for the card ... Is it that time of year already?,,,
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,,,
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,,,
ham,Yes when is the appt again?,,,
ham,"Yo, you at jp and hungry like a mofo?",,,
ham,No dear i do have free messages without any recharge. Hi hi hi,,,
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,,,
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,,,
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,,,
ham,"Sorry, I'll call later",,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
spam,"Dear Member,We have faced some problems with your account Please update the account.If you do not update will beClosed.To Update your account, just confirm your informations.(It only takes a minute.)It's easy:1. Click the link below to open a secure browser window.2. Confirm that you're the owner of the account, and then follow the instructions.Relog in your account now",,,
ham,Ãœ comin to fetch us oredi...,,,
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",,,
ham,Hey what are you doing. Y no reply pa..,,,
ham,Roger that. Weâ€˜re probably going to rem in about 20,,,
ham,Good night. Am going to sleep.,,,
ham,You flippin your shit yet?,,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
ham,And miss vday the parachute and double coins??? U must not know me very well...,,,
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,,,
ham,Of course. I guess god's just got me on hold right now.,,,
ham,No let me do the math. Your not good at it.,,,
ham,"Easy mate, * guess the quick drink was bit ambitious.",,,
ham,I'm vivek:)i got call from your number.,,,
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 Â£3/wk 087016248,,,
ham,O ic lol. Should play 9 doors sometime yo,,,
ham,I love you both too :-),,,
ham,Wat Ã¼ doing now?,,,
ham,No..few hours before.went to hair cut .,,,
ham,Bugis oso near wat...,,,
ham,Oh :-)only 4 outside players allowed to play know,,,
ham,I'm at work. Please call,,,
ham,Hope youÂ’re not having too much fun without me!! see u tomorrow love jess x,,,
spam,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,I know you are serving. I mean what are you doing now.,,,
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",,,
ham,I anything lor.,,,
ham,I dont know exactly could you ask chechi.,,,
ham,and  picking them up from various points,,,
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,,,
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
ham,No calls..messages..missed calls,,,
ham,WHORE YOU ARE UNBELIEVABLE.,,,
ham,I meant middle left or right?,,,
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
ham,"Alright, see you in a bit",,,
ham,Was actually about to send you a reminder today. Have a wonderful weekend,,,
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
ham,"Sorry,  in meeting I'll call you later",,,
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÂ’LLSPEAK 2U SOONLOTS OF LOVEME XXXX.,,,
ham,Thnx dude. u guys out 2nite?,,,
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd,,,
ham,I'm not sure if its still available though,,,
ham,Am in film ill call you later.,,,
ham,First answer my question.,,,
ham,K...k...yesterday i was in cbe .,,,
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
ham,I dun believe u. I thk u told him.,,,
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã¼ r done.,,,
ham,"Hey babe, my friend had to cancel, still up for a visit ?",,,
ham,Yes but I don't care cause I know its there!,,,
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,,,
ham,"Total disappointment, when I texted you was the craziest shit got :(",,,
ham,Ok...,,,
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386,,,
ham,And of course you should make a stink!,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,Ard 4 lor...,,,
ham,Just wait till end of march when el nino gets himself. Oh.,,,
ham,ELLO BABE U OK?,,,
ham,Change windows logoff sound..,,,
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,,,
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,,,
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",,,
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,,,
ham,What you doing?how are you?,,,
ham,In da car park,,,
ham,Oh great. I.ll disturb him more so that we can talk.,,,
ham,"Sorry, was in the bathroom, sup",,,
ham,How. Its a little difficult but its a simple way to enter this place,,,
ham,What you thinked about me. First time you saw me in class.,,,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
ham,Ok... U enjoy ur shows...,,,
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
ham,Oh k. . I will come tomorrow,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",,,
ham,Hey happy birthday...,,,
spam,TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,,,
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",,,
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,
ham,Hey you told your name to gautham ah?,,,
ham,I like to think there's always the possibility of being in a pub later.,,,
ham,You in your room? I need a few,,,
ham,Did u download the fring app?,,,
ham,Anything lor if they all go then i go lor...,,,
ham,Then mum's repent how?,,,
ham,Is avatar supposed to have subtoitles,,,
ham,Hey you around? I've got enough for a half + the ten I owe you,,,
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,,,
ham,"Oh yes, why is it like torture watching england?",,,
ham,No pic. Please re-send.,,,
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,,,
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,,
ham,Hows the pain dear?y r u smiling?,,,
ham,S now only i took tablets . Reaction morning only.,,,
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
ham,You will be in the place of that man,,,
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,
ham,Hi. Hope you had a good day. Have a better night.,,,
ham,Lol u still feeling sick?,,,
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",,,
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,,,
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",,,
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",,,
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,,,
ham,How are you holding up?,,,
ham,Convey my regards to him,,,
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,,,
ham,"Did you say bold, then torch later. Or one torch and 2bold?",,,
spam,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Â£1.50perWKsub,,,
ham,Why tired what special there you had,,,
ham,Hey... Why dont we just go watch x men and have lunch... Haha,,,
ham,I cant wait to see you! How were the photos were useful? :),,,
ham,"Nah can't help you there, I've never had an iphone",,,
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",,,
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,,,
ham,... Are you in the pub?,,,
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,,,
ham,I'll probably be by tomorrow (or even later tonight if something's going on),,,
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,,,
ham,Umma. Did she say anything,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,Sorry da..today i wont come to play..i have driving clas..,,,
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",,,
ham,have * good weekend.,,,
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,,,
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
spam,U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline 08706091795.,,,
ham,I always chat with you. In fact i need money can you raise me?,,,
ham,What are youdoing later? Sar xxx,,,
ham,soon you will have the real thing princess! Do i make you wet? :),,,
spam,"Today's Offer! Claim ur Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Â£3.00 Sub. 16 . Unsub reply X",,,
